name,genres,popularity
D12,"['detroit hip hop', 'gangster rap', 'hip hop']",65
YBN Nahmir,"['alabama rap', 'rap', 'trap']",62
Jay Park,"['k-pop', 'k-rap', 'korean r&b']",67
Young Stoner Life,['pop rap'],63
KYLE,"['deep underground hip hop', 'indie pop rap', 'meme rap', 'pop rap', 'viral trap']",62
Snow Strippers,['cloud rap'],64
Colt Ford,"['contemporary country', 'country', 'country rap', 'country road', 'redneck']",60
Xzibit,"['detroit hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'west coast rap']",67
DJ Scheme,['viral rap'],62
Sheck Wes,"['pop rap', 'rap', 'trap']",63
Hoodie Allen,['indie pop rap'],62
Outlawz,['gangster rap'],67
Monaleo,['viral rap'],60
Alex Zurdo,"['latin christian', 'rap cristiano', 'reggaeton cristiano']",68
Quando Rondo,"['melodic rap', 'trap']",61
K CAMP,"['atl hip hop', 'melodic rap', 'southern hip hop', 'trap']",60
UGK,['dirty south rap'],60
Bobby V.,"['contemporary r&b', 'dirty south rap', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",63
SadBoyProlific,"['sad lo-fi', 'sad rap']",62
BlueBucksClan,"['cali rap', 'westcoast flow']",59
Lil Loaded,['dfw rap'],63
Conway the Machine,"['alternative hip hop', 'boom bap', 'buffalo hip hop', 'upstate ny rap']",62
Hungria,"['brazilian hip hop', 'rap df', 'sertanejo universitario']",77
347aidan,['sad rap'],63
Saliva,"['alternative metal', 'nu metal', 'rap metal']",61
Chris Webby,['indie pop rap'],61
August Alsina,"['pop r&b', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",62
Mudvayne,"['alternative metal', 'industrial metal', 'nu metal', 'rap metal']",61
Redman,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']",64
Iyaz,"['dance pop', 'pop rap', 'post-teen pop']",68
JUVENILE,"['bounce', 'crunk', 'dirty south rap', 'new orleans rap', 'southern hip hop', 'trap']",59
Nedarb,['cloud rap'],62
Trevor Daniel,['melodic rap'],66
Tink,"['chicago rap', 'drill', 'trap queen']",61
Yungeen Ace,"['florida drill', 'florida rap', 'melodic rap']",60
SoFaygo,"['glitchcore', 'plugg', 'rage rap']",61
Common,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']",62
JACKBOYS,['pop rap'],66
Saba,"['alternative r&b', 'chicago rap']",61
Maxo Kream,"['houston rap', 'melodic rap', 'trap', 'underground hip hop']",60
Kurupt,"['g funk', 'west coast rap']",63
SosMula,"['cloud rap', 'dark trap']",61
Khantrast,['anime rap'],61
P.O.D.,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']",64
ilyTOMMY,['aesthetic rap'],63
Slim Thug,"['crunk', 'dirty south rap']",59
KANKAN,"['pluggnb', 'rage rap']",60
EBK Young Joc,['cali rap'],58
Arizona Zervas,"['indie pop rap', 'pop rap', 'rhode island rap']",63
Robin Thicke,"['dance pop', 'neo soul', 'pop rap', 'r&b', 'urban contemporary']",64
Morray,['pop rap'],60
Lil Pump,"['emo rap', 'miami hip hop', 'pop rap', 'rap', 'trap']",65
Black Smurf,"['cloud rap', 'dark trap', 'underground hip hop']",59
Tiagz,"['ottawa rap', 'viral rap']",66
Savage Ga$p,['aesthetic rap'],60
Cam'ron,"['battle rap', 'east coast hip hop', 'harlem hip hop', 'southern hip hop']",60
Webbie,"['baton rouge rap', 'crunk', 'dirty south rap', 'trap']",57
BJ The Chicago Kid,"['alternative r&b', 'chicago rap']",60
Lil Dicky,"['comedy rap', 'indie pop rap', 'pop rap']",61
From Ashes to New,"['post-grunge', 'rap rock']",61
Loco,"['k-pop', 'k-rap', 'korean r&b']",68
Redimi2,"['latin christian', 'rap conciencia', 'rap cristiano']",67
Calle 13,"['latin afrobeat', 'latin alternative', 'latin hip hop', 'latin rock', 'puerto rican rock', 'rap conciencia', 'reggaeton', 'rock en espanol']",70
DDG,"['pop rap', 'trap']",61
StaySolidRocky,['melodic rap'],62
MemoTheMafioso,['cali rap'],57
Hopsin,"['conscious hip hop', 'indie pop rap']",60
Omarion,"['dance pop', 'hip pop', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",62
Krizz Kaliko,"['country rap', 'kansas city hip hop']",58
Josh A,"['sad lo-fi', 'sad rap']",61
MC Eiht,"['g funk', 'west coast rap']",61
DC The Don,"['melodic rap', 'rage rap']",57
Berner,"['cali rap', 'oakland hip hop']",59
Gazo,"['drill francais', 'french hip hop', 'pop urbaine', 'r&b francais', 'rap francais']",75
The Lacs,"['country rap', 'redneck']",57
Fredo Bang,"['baton rouge rap', 'memphis hip hop', 'trap']",59
Scrim,"['cloud rap', 'dark trap']",58
Snow Tha Product,"['alternative r&b', 'rap latina', 'trap queen']",61
Remble,"['meme', 'viral rap']",57
Lloyd Banks,"['detroit hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'queens hip hop', 'rap', 'trap']",63
PLK,"['french hip hop', 'pop urbaine', 'rap conscient']",75
Coco & Clair Clair,['cloud rap'],60
Amenazzy,"['rap dominicano', 'reggaeton', 'trap latino', 'urbano latino']",68
YFN Lucci,"['arkansas hip hop', 'atl hip hop', 'melodic rap', 'memphis hip hop', 'southern hip hop', 'trap']",57
Chingy,"['crunk', 'dirty south rap', 'hip pop', 'pop rap', 'southern hip hop']",60
Shotgun Willy,['meme rap'],60
Frankie J,"['hip pop', 'pop rap', 'southern hip hop', 'urban contemporary']",60
Scarlxrd,"['dark trap', 'scream rap']",63
House Of Pain,"['gangster rap', 'hip hop', 'rap rock', 'west coast rap']",63
Kaliii,"['rap', 'viral rap']",59
Naughty By Nature,"['east coast hip hop', 'hip hop', 'new jersey rap']",61
Z-Ro,"['chopped and screwed', 'dirty south rap', 'houston rap']",56
Bow Wow,"['dance pop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",60
Villano Antillano,"['rap boricua', 'urbano latino']",68
Rustage,['anime rap'],60
Bravo the Bagchaser,['cali rap'],56
Tedua,"['indie liguria', 'italian hip hop', 'italian pop', 'rap genovese', 'trap italiana']",75
Bun B,"['dirty south rap', 'houston rap']",58
KIDS SEE GHOSTS,['rap'],60
L7NNON,"['funk rj', 'pop rap brasileiro', 'trap brasileiro']",74
Trick Daddy,"['crunk', 'dirty south rap', 'miami hip hop', 'southern hip hop']",58
Sickboyrari,"['cloud rap', 'glitchcore']",59
Young Slo-Be,['cali rap'],57
Lil Poppa,"['florida drill', 'florida rap']",56
Styles P,"['battle rap', 'dirty south rap', 'east coast hip hop']",62
Damso,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'r&b francais', 'rap belge', 'rap conscient']",74
cupcakKe,"['chicago rap', 'trap queen']",59
MadeinTYO,"['atl hip hop', 'melodic rap', 'trap']",58
Run–D.M.C.,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",62
Desiigner,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",62
Ecco2k,"['cloud rap', 'drain', 'glitchcore', 'hyperpop']",61
Young M.A,"['alternative r&b', 'lgbtq+ hip hop', 'nyc rap', 'rap', 'trap']",60
Pashanim,"['german alternative rap', 'german drill', 'german hip hop']",75
DYSTINCT,"['belgian hip hop', 'rap belge']",72
Pras,['new jersey rap'],63
Travis Porter,"['atl hip hop', 'dirty south rap', 'futuristic swag', 'southern hip hop', 'trap']",57
Ufo361,"['german cloud rap', 'german hip hop']",72
White Zombie,"['alternative metal', 'hard rock', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",57
CJ,['nyc rap'],63
Nsqk,"['r&b en espanol', 'rap regio']",71
Rob $tone,"['san diego rap', 'viral trap']",59
J.I the Prince of N.Y,['nyc rap'],59
Ivy Queen,"['latin hip hop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",65
Tony Boy,"['emo rap italiano', 'italian hip hop']",75
Maes,"['french hip hop', 'pop urbaine', 'rap francais']",74
Charles Ans,"['mexican hip hop', 'rap conciencia']",71
Blanco Brown,"['black americana', 'country rap']",58
Scorey,['upstate ny rap'],58
Pretty Ricky,"['dirty south rap', 'hip pop', 'miami hip hop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",58
Cory Gunz,['nyc rap'],57
Travie McCoy,['pop rap'],65
G-Unit,"['gangster rap', 'hardcore hip hop', 'hip hop', 'nyc rap', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop']",63
Funky,"['latin christian', 'rap cristiano', 'reggaeton cristiano']",65
Hamza,"['belgian hip hop', 'cloud rap francais', 'french hip hop', 'pop urbaine', 'rap belge']",74
Ab-Soul,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']",59
A$AP Mob,"['hip hop', 'rap', 'southern hip hop', 'trap']",59
Kalan.FrFr,"['cali rap', 'westcoast flow']",55
Flow G,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",72
Marracash,"['italian hip hop', 'italian pop', 'rap napoletano']",74
Dave East,"['canadian hip hop', 'harlem hip hop', 'nyc rap', 'southern hip hop', 'trap']",58
Rittz,"['atl hip hop', 'country rap']",56
Demun Jones,"['country rap', 'redneck']",55
Fabvl,"['anime rap', 'otacore']",58
Buddy,"['alternative r&b', 'cali rap']",58
22Gz,"['brooklyn drill', 'nyc rap']",59
CHIKA,"['alabama rap', 'alternative r&b']",63
Afroman,['comedy rap'],59
De La Soul,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap']",61
Rochy RD,"['dembow', 'dembow dominicano', 'rap dominicano', 'trap latino']",63
G Perico,"['cali rap', 'west coast trap']",55
Static-X,"['alternative metal', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rap metal']",59
Rxseboy,"['sad lo-fi', 'sad rap']",59
La Joaqui,"['argentine hip hop', 'rap latina']",72
Sada Baby,"['detroit trap', 'scam rap']",55
Lil 2z,"['dfw rap', 'memphis hip hop']",55
Marc E. Bassy,['indie pop rap'],58
Sadfriendd,"['aesthetic rap', 'gym phonk', 'hyperpop']",62
Bloodhound Gang,"['alternative metal', 'comic', 'funk metal', 'funk rock', 'nu metal', 'rap rock']",63
Rob Vicious,['cali rap'],57
Speaker Knockerz,"['melodic rap', 'south carolina hip hop', 'trap']",56
Snøw,"['sad lo-fi', 'sad rap']",62
Lund,['emo rap'],58
Luniz,"['g funk', 'oakland hip hop', 'west coast rap']",60
The Lonely Island,"['comedy rap', 'comic']",59
IDK,"['pop rap', 'underground hip hop']",58
Fatman Scoop,['nyc rap'],61
Mystikal,"['crunk', 'dirty south rap', 'gangster rap', 'new orleans rap']",57
Kidd Kidd,['new orleans rap'],58
Chamillionaire,"['dirty south rap', 'southern hip hop']",59
Cal Scruby,"['deep underground hip hop', 'indie pop rap', 'ohio hip hop']",58
JasonMartin,"['cali rap', 'hyphy']",57
Jay Critch,"['nyc rap', 'trap']",58
Scarface,"['conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop']",56
The Pharcyde,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'west coast rap']",59
Thouxanbanfauni,"['atl hip hop', 'cloud rap', 'melodic rap', 'plugg']",56
Daddyphatsnaps,"['anime drill', 'anime rap']",56
Iamsu!,['cali rap'],56
Booba,"['french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']",73
Nfasis,"['dembow', 'rap dominicano']",64
The Roots,"['conscious hip hop', 'east coast hip hop', 'hip hop', 'philly rap', 'political hip hop']",60
La Dispute,"['alternative emo', 'emo', 'grand rapids indie']",56
Phora,"['deep underground hip hop', 'oc rap']",56
Marlon Craft,['nyc rap'],58
Lil Reese,"['chicago bop', 'chicago drill', 'chicago rap', 'drill']",58
Jermaine Dupri,"['atl hip hop', 'contemporary r&b', 'dirty south rap', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",58
Pineapple StormTv,"['rap baiano', 'trap baiano']",73
YK Osiris,"['melodic rap', 'trap']",57
Frostydasnowmann,['cali rap'],54
RJMrLA,['cali rap'],55
Young Buck,"['crunk', 'dirty south rap', 'nashville hip hop']",59
Famous Dex,"['chicago rap', 'drill', 'rap', 'trap']",57
King Lil G,"['chicano rap', 'west coast rap']",55
Yoss Bones,"['mexican hip hop', 'rap femenino mexicano']",65
SCH,"['french hip hop', 'pop urbaine', 'rap marseille']",73
Akwid,"['chicano rap', 'latin hip hop', 'mexican hip hop']",62
Flipp Dinero,"['melodic rap', 'trap']",57
DaBoii,['cali rap'],54
Sauce Walka,"['houston rap', 'memphis hip hop', 'trap']",55
gavn!,"['sad rap', 'singer-songwriter pop']",58
Big Syke,"['g funk', 'west coast rap']",63
Remy Ma,"['alternative r&b', 'bronx hip hop', 'dirty south rap', 'hip pop', 'r&b', 'southern hip hop', 'trap queen', 'urban contemporary']",60
Stunna Girl,"['cali rap', 'sacramento hip hop', 'trap queen']",55
xaviersobased,"['cloud rap', 'dark plugg', 'sigilkore']",56
Rucci,"['cali rap', 'westcoast flow']",54
AzChike,['cali rap'],54
Fort Minor,['rap rock'],61
Gaeko,"['k-rap', 'korean r&b']",65
Mannie Fresh,"['bounce', 'dirty south rap']",55
"nothing,nowhere.","['cloud rap', 'emo rap']",57
Jawga Boyz,"['country rap', 'redneck']",54
Bino Rideaux,"['cali rap', 'westcoast flow']",54
Killstation,"['cloud rap', 'dark trap']",58
Sevendust,"['alternative metal', 'atlanta metal', 'industrial metal', 'nu metal', 'rap metal']",55
Mick Jenkins,"['alternative hip hop', 'alternative r&b', 'chicago rap', 'conscious hip hop', 'drill', 'underground hip hop']",58
Landon Cube,['pop rap'],56
Ryan Caraveo,"['deep underground hip hop', 'indie pop rap']",55
tlinh,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",68
Seezyn,['cincinnati rap'],57
potsu,"['japanese chillhop', 'lo-fi beats', 'lo-fi rap']",58
ShooterGang Kony,"['cali rap', 'detroit trap']",53
Baco Exu do Blues,"['pop rap brasileiro', 'rap baiano', 'trap brasileiro']",72
Soolking,"['french hip hop', 'pop urbaine', 'r&b francais', 'rap algerien']",71
Trinidad James,"['atl hip hop', 'dirty south rap', 'trap']",56
Lancey Foux,['rage rap'],59
Bobby Shmurda,"['nyc rap', 'rap', 'trap']",58
Yhapojj,['rage rap'],55
VIC MENSA,"['canadian hip hop', 'chicago rap', 'conscious hip hop', 'underground hip hop']",56
Kim Dracula,['viral rap'],58
Faith No More,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",62
Punchmade Dev,['scam rap'],55
PSY,"['k-rap', 'korean old school hip hop']",64
Bankrol Hayden,['melodic rap'],58
Jack Kays,['cincinnati rap'],56
Krayzie Bone,"['dirty south rap', 'gangster rap', 'ohio hip hop']",58
P-Lo,"['asian american hip hop', 'cali rap']",57
Lil B,"['cloud rap', 'underground hip hop']",56
Slayter,"['nyc rap', 'trap latino']",63
Lil Pete,['cali rap'],53
FARIANA,"['colombian pop', 'rap latina', 'reggaeton colombiano', 'trap latino', 'urbano latino']",63
Cruz Cafuné,"['rap canario', 'urbano espanol']",71
Crazy Town,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap rock']",61
SOB X RBE,['cali rap'],53
Brennan Savage,"['cloud rap', 'dark trap', 'emo rap']",60
BlocBoy JB,"['memphis hip hop', 'rap', 'tennessee hip hop', 'trap']",57
Styles Of Beyond,['cali rap'],61
Ace Hood,"['dirty south rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",56
KAMAARA,"['dark trap', 'scream rap']",56
DB.Boutabag,"['cali rap', 'sacramento hip hop']",52
Lil Rob,"['chicano rap', 'g funk', 'san diego rap']",53
Murphy Lee,"['dirty south rap', 'st louis rap']",56
NATHY PELUSO,"['r&b en espanol', 'rap latina']",68
Bubba Sparxxx,"['atl hip hop', 'country rap', 'dirty south rap', 'southern hip hop']",54
Clever,['alabama rap'],57
Tech N9ne Collabos,"['country rap', 'kansas city hip hop']",54
Nekfeu,"['french hip hop', 'pop urbaine', 'rap conscient']",71
Master P,"['dirty south rap', 'gangster rap', 'new orleans rap', 'southern hip hop']",54
Naps,"['french hip hop', 'pop urbaine', 'rap marseille']",71
Lah Pat,['pop rap'],62
Josman,"['cloud rap francais', 'french hip hop', 'pop urbaine', 'rap conscient']",71
Horse Head,['cloud rap'],59
Emmure,"['deathcore', 'melodic metalcore', 'metalcore', 'nu-metalcore', 'rap metal']",56
2Rare,"['philly drill', 'philly rap']",56
ElGrandeToto,"['arabic hip hop', 'rap maroc']",70
Digital Underground,"['conscious hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'west coast rap']",55
Shwayze,['indie pop rap'],53
Shady Moon,['aesthetic rap'],56
Djonga,"['afrofuturismo brasileiro', 'brazilian hip hop', 'rap mineiro']",71
Emanero,"['argentine hip hop', 'rap conciencia', 'rap underground argentino']",71
khai dreams,"['lo-fi rap', 'pov: indie']",56
lilbubblegum,['aesthetic rap'],58
Makaveli,"['gangster rap', 'hip hop', 'singeli']",58
Smokepurpp,"['melodic rap', 'miami hip hop', 'trap', 'underground hip hop']",57
Tribo da Periferia,['rap df'],71
Salve Malak,['pop rap brasileiro'],71
Westside Connection,"['g funk', 'gangster rap', 'west coast rap']",57
DaniLeigh,"['r&b', 'rap latina']",57
KrispyLife Kidd,"['detroit hip hop', 'flint hip hop', 'scam rap']",52
Lil' Flip,"['crunk', 'dirty south rap']",54
Lil Keed,"['melodic rap', 'trap']",56
Divide Music,['anime rap'],55
Lil Scrappy,"['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']",53
Omega,['rap dominicano'],64
DJ Quik,"['g funk', 'popping', 'west coast rap']",54
GLC,['chicago rap'],56
Charlie Farley,"['country rap', 'redneck']",53
Al James,"['opm', 'pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap']",69
Ciscaux,['aesthetic rap'],57
Consequence,"['nyc rap', 'queens hip hop']",56
Moonshine Bandits,"['country rap', 'redneck']",53
Lil Wyte,"['country rap', 'crunk', 'dirty south rap', 'memphis hip hop']",52
tobi lou,"['chicago rap', 'indie hip hop', 'indie r&b']",57
"Royce Da 5'9""","['detroit hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop']",57
Darkoo,"['afrobeats', 'afroswing', 'london rap', 'uk hip hop']",64
Luh Kel,"['pop r&b', 'st louis rap']",57
DizzyEight,['anime rap'],54
Mack 10,"['g funk', 'gangster rap', 'west coast rap']",56
Mac Dre,"['cali rap', 'hyphy', 'oakland hip hop', 'west coast rap']",52
Huncho Jack,"['melodic rap', 'trap']",58
Sematary,['cloud rap'],57
Forrest.,['lo-fi rap'],55
Big Boi,"['atl hip hop', 'dirty south rap', 'hip hop', 'southern hip hop']",54
MC Magic,"['chicano rap', 'latin hip hop']",54
ALLBLACK,['cali rap'],53
LPB Poody,"['florida drill', 'florida rap']",53
Papithbk,"['australian trap', 'sad lo-fi', 'sad rap']",56
ppcocaine,['viral rap'],53
UnoTheActivist,"['melodic rap', 'plugg', 'rage rap']",55
LOCASH,"['contemporary country', 'country rap', 'country road', 'modern country rock']",53
Tion Wayne,"['london rap', 'uk hip hop']",67
Trip Lee,"['christian hip hop', 'dfw rap']",54
Big Tymers,"['crunk', 'dirty south rap', 'new orleans rap']",52
Parv0,['cloud rap'],56
Mach-Hommy,"['alternative hip hop', 'boom bap', 'chill abstract hip hop', 'drumless hip hop', 'new jersey rap', 'psychedelic hip hop']",55
TOKYO’S REVENGE,"['meme rap', 'viral rap']",53
Softwilly,['aesthetic rap'],55
Trina,"['contemporary r&b', 'dirty south rap', 'hip pop', 'miami hip hop', 'r&b', 'rap latina', 'southern hip hop', 'trap queen']",54
Luchè,"['italian hip hop', 'italian pop', 'rap napoletano']",71
Skusta Clee,"['opm', 'pinoy hip hop', 'tagalog rap']",67
Lil' Keke,"['chopped and screwed', 'crunk', 'dirty south rap', 'houston rap']",52
Grioten,['aesthetic rap'],58
YNG Martyr,['meme rap'],55
Nonpoint,"['alternative metal', 'industrial metal', 'latin metal', 'miami metal', 'nu metal', 'rap metal']",54
pH-1,"['k-rap', 'korean r&b']",59
Alonzo,"['french hip hop', 'pop urbaine', 'r&b francais', 'rap marseille']",70
Jackboy,"['florida rap', 'memphis hip hop']",54
Lil Zay Osama,"['chicago rap', 'melodic drill', 'memphis hip hop']",54
Jan Glack,['narco rap'],61
Fat Nick,"['cloud rap', 'dark trap']",54
Geto Boys,"['conscious hip hop', 'dirty south rap', 'g funk', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop']",54
Witt Lowry,['indie pop rap'],59
Mariah Angeliq,"['rap latina', 'trap latino', 'urbano latino']",62
Mesita,['rap uruguayo'],68
NB Ridaz,['chicano rap'],51
Cali Life Style,['chicano rap'],53
MOD SUN,"['indie pop rap', 'minnesota hip hop']",54
Leto,"['french hip hop', 'pop urbaine', 'rap francais']",70
Y2K,"['pop rap', 'viral rap']",59
Futuristic,"['deep underground hip hop', 'indie pop rap']",53
Gorilla Zoe,"['atl hip hop', 'crunk', 'dirty south rap', 'futuristic swag', 'southern hip hop', 'trap']",52
Matt OX,"['melodic rap', 'plugg', 'rage rap']",54
Khalil?,"['aesthetic rap', 'bedroom r&b', 'meme rap']",53
Ralfy the Plug,"['cali rap', 'westcoast flow']",52
Wicca Phase Springs Eternal,"['cloud rap', 'emo rap']",55
smokedope2016,['cloud rap'],54
Wifisfuneral,"['cloud rap', 'dark trap', 'florida rap', 'miami hip hop', 'underground hip hop']",53
Young Dro,"['atl hip hop', 'crunk', 'dirty south rap', 'futuristic swag', 'old school atlanta hip hop', 'southern hip hop', 'trap']",53
Craig Xen,"['cloud rap', 'dark trap']",54
Obie Trice,"['detroit hip hop', 'gangster rap', 'hardcore hip hop']",58
Yella Beezy,"['dfw rap', 'memphis hip hop', 'southern hip hop', 'trap']",52
Ray J,"['pop rap', 'urban contemporary']",55
Lil Xan,['cloud rap'],56
Tinie Tempah,"['dance pop', 'grime', 'pop rap']",64
J-Kwon,"['dirty south rap', 'southern hip hop']",53
ShittyBoyz,"['detroit hip hop', 'scam rap']",51
Devin The Dude,"['dirty south rap', 'houston rap']",54
Era7capone,['new school turkce rap'],70
KAYTRAMINÉ,['pop rap'],56
Musiko,"['latin christian', 'latin worship', 'rap cristiano', 'reggaeton cristiano']",60
Ricky Desktop,"['meme', 'viral rap']",54
Lil Eazzyy,['chicago rap'],54
Aflacko,['cali rap'],51
Kevin Rudolf,"['pop rap', 'wrestling']",54
Jim Jones,"['gangster rap', 'harlem hip hop', 'trap']",53
Apache,"['rap conciencia', 'venezuelan hip hop']",63
B-Real,"['chicano rap', 'west coast rap']",57
Bhad Bhabie,"['trap queen', 'viral rap']",55
Guapdad 4000,"['cali rap', 'canadian hip hop', 'oakland hip hop', 'scam rap', 'underground hip hop']",53
Bulin 47,"['dembow', 'rap dominicano']",57
Yunggoth✰,"['cloud rap', 'dark trap', 'emo rap']",54
1takejay,"['cali rap', 'westcoast flow']",51
Attila,"['atlanta metal', 'deathcore', 'melodic metalcore', 'metalcore', 'nu-metalcore', 'rap metal']",54
Powerman 5000,"['alternative metal', 'funk metal', 'industrial metal', 'nu metal', 'rap metal']",53
KYSLINGO,['aesthetic rap'],54
Calboy,"['chicago rap', 'melodic rap']",54
Shawnna,"['chicago rap', 'dirty south rap', 'hip pop', 'southern hip hop']",53
Peso Peso,"['houston rap', 'texas latin rap']",51
Fuego,"['electro latino', 'rap dominicano', 'trap latino']",63
Rav,['lo-fi rap'],53
Foxx,"['baton rouge rap', 'dirty south rap']",51
OBOY,"['french hip hop', 'pop urbaine', 'rap francais']",69
Djadja & Dinaz,"['french hip hop', 'pop urbaine', 'rap conscient']",69
Chow Lee,['nyc rap'],53
Coez,"['italian adult pop', 'italian pop', 'rap napoletano', 'rome indie']",69
Koba LaD,"['french hip hop', 'pop urbaine', 'rap francais']",69
Ryan Oakes,"['deep underground hip hop', 'indie pop rap']",55
Bris,"['cali rap', 'sacramento hip hop']",50
Ronnie Flex,"['dutch hip hop', 'dutch rap pop']",69
Aarne,"['russian hip hop', 'russian viral rap']",65
Dee Watkins,"['florida drill', 'florida rap']",51
SahBabii,"['melodic rap', 'plugg']",53
Slump6s,"['pluggnb', 'rage rap']",53
Tobe Nwigwe,"['christian hip hop', 'houston rap']",53
The LOX,"['dirty south rap', 'east coast hip hop', 'hardcore hip hop']",53
Amigo the Devil,['country rap'],52
Hardrock,['rage rap'],53
Olly,"['italian pop', 'pop virale italiano', 'rap genovese']",69
XANAKIN SKYWOK,"['aesthetic rap', 'meme rap']",53
Acito,['cali rap'],50
Anthrax,"['alternative metal', 'glam metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rap metal', 'rock', 'speed metal', 'thrash metal']",56
Joeyy,['cloud rap'],53
Loyle Carner,"['indie soul', 'london rap']",65
SpotemGottem,"['florida drill', 'florida rap']",52
MBNel,"['asian american hip hop', 'cali rap']",51
Ayo & Teo,"['trap', 'viral rap', 'viral trap']",56
Blanco,"['london rap', 'uk drill']",63
Bottleneck,"['country rap', 'redneck']",50
Sik World,['rap'],54
T-Dre,['chicano rap'],52
Tyla Yaweh,"['cali rap', 'melodic rap']",55
Andre Nickatina,"['hyphy', 'west coast rap']",50
David Banner,"['conscious hip hop', 'crunk', 'dirty south rap', 'mississippi hip hop', 'southern hip hop']",51
Salmo,"['italian hip hop', 'italian pop', 'italian underground hip hop', 'rap sardegna']",69
Kamaiyah,"['alternative r&b', 'cali rap', 'oakland hip hop']",52
Crime Mob,"['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']",50
Zack Fox,"['indie hip hop', 'meme rap', 'social media pop']",52
G.T.,"['detroit hip hop', 'scam rap']",51
Bresh,"['italian hip hop', 'italian pop', 'rap genovese']",69
Kado,['sad rap'],54
D4L,"['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']",52
DJ Paul,"['bounce', 'crunk', 'dirty south rap', 'memphis hip hop']",55
Pimp C,"['baton rouge rap', 'chopped and screwed', 'crunk', 'dirty south rap', 'houston rap']",51
Capella Grey,['pop rap'],54
Vin Jay,['nyc rap'],54
E the profit,['cincinnati rap'],51
Zaytoven,"['atl hip hop', 'melodic rap', 'memphis hip hop', 'trap']",52
Knoc-Turn'al,"['g funk', 'west coast rap']",57
Twiztid,"['horrorcore', 'rap rock']",50
Frenna,"['dutch hip hop', 'dutch rap pop']",68
RBX,"['g funk', 'west coast rap']",55
Beanie Sigel,"['battle rap', 'east coast hip hop', 'philly rap']",52
Noname,"['alternative r&b', 'chicago rap']",53
G-DRAGON,"['k-pop', 'k-rap']",61
Thaiboy Digital,"['cloud rap', 'drain', 'glitchcore', 'underground hip hop']",55
Nappy Roots,['dirty south rap'],51
N.O.R.E.,"['dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'southern hip hop']",56
surrenderdorothy,['cloud rap'],54
Heuss L'enfoiré,"['french hip hop', 'pop urbaine', 'rap francais']",68
$atori Zoom,['aesthetic rap'],54
Laylow,"['cloud rap francais', 'french hip hop', 'pop urbaine']",68
Ethan Ross,['emo rap'],54
Tha Dogg Pound,"['g funk', 'west coast rap']",53
Shiki-TMNS,"['anime rap', 'meme rap']",53
Kirko Bangz,"['dirty south rap', 'southern hip hop', 'trap']",50
Soldier Kidd,['florida rap'],51
Prince Dre,"['chicago drill', 'chicago rap', 'drill']",53
