name,genres,popularity
Jonasu,"['dutch edm', 'uk dance']",49
Felguk,"['brazilian bass', 'brazilian edm', 'complextro', 'electro house', 'melbourne bounce']",53
CALVO,"['deep tropical house', 'german dance', 'pop edm', 'sky room']",48
Pierce Fulton,"['complextro', 'pop edm', 'progressive electro house']",42
Win and Woo,['pop edm'],39
ROY KNOX,['gaming edm'],45
Artem Pivovarov,"['ukrainian edm', 'ukrainian pop']",52
Disfigure,['gaming edm'],46
Stephen Walking,"['complextro', 'filthstep', 'gaming edm']",40
Star Party,['gaming edm'],46
BRKLYN,['pop edm'],40
Brenton Mattheus,['gaming edm'],49
Robin Hustin,"['dutch edm', 'gaming edm']",47
Fancy Inc,"['brazilian bass', 'brazilian edm']",50
VIVID,['japanese edm'],42
Deaf Kev,['gaming edm'],46
Julius Dreisig,"['gaming edm', 'traprun']",47
Dante Klein,"['deep tropical house', 'pop edm']",45
Andora,['kawaii edm'],42
Man Cub,"['melodic dubstep', 'pop edm']",39
N3WPORT,"['melodic dubstep', 'pop edm']",45
Axel Johansson,['pop edm'],47
Alex Skrindo,['gaming edm'],47
Namic,"['belgian edm', 'chill house', 'tropical house']",49
Victor Lou,"['brazilian bass', 'brazilian edm']",53
Mau Moctezuma,['mexican edm'],47
Disco Fries,"['pop edm', 'progressive electro house', 'sky room']",43
Anikdote,['gaming edm'],44
Rompasso,"['g-house', 'pop edm', 'russian edm']",48
Spektrem,['gaming edm'],47
Future Class,"['brazilian edm', 'brazilian house']",52
Jack Wins,"['deep groove house', 'house', 'pop edm']",46
Ali Bakgor,"['turkish deep house', 'turkish edm']",47
We Are Loud,['dutch edm'],47
Vexento,['gaming edm'],43
Shaun Frank,"['canadian electronic', 'electro house', 'pop edm']",42
Adam K,"['brazilian edm', 'canadian electronic']",47
pronouncedyea,"['pop edm', 'vapor twitch']",39
T-Mass,"['bass trap', 'gaming edm', 'melodic dubstep', 'pop edm', 'traprun']",42
Pickle,['dutch edm'],45
NLSN,"['chill house', 'pop edm']",48
