name,genres,popularity
Fousheé,"['alternative r&b', 'indie r&b']",62
August Alsina,"['pop r&b', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",62
Chlöe,['contemporary r&b'],62
Espinoza Paz,"['banda', 'musica mexicana', 'norteno', 'ranchera']",68
Alex Isley,['alternative r&b'],62
JUVENILE,"['bounce', 'crunk', 'dirty south rap', 'new orleans rap', 'southern hip hop', 'trap']",59
Teyana Taylor,"['alternative r&b', 'hip pop', 'r&b', 'urban contemporary']",62
The Black Crowes,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'hard rock', 'jam band', 'rock', 'southern rock']",61
Sabrina Claudio,"['alternative r&b', 'r&b']",63
Free Nationals,"['alternative r&b', 'indie soul']",63
The Verve,"['britpop', 'permanent wave', 'rock', 'shoegaze']",68
Sam Tinnesz,"['alt z', 'bossbeat', 'rebel blues']",65
Mc Don Juan,"['arrocha', 'batidao romantico', 'funk carioca', 'funk mtg', 'funk paulista']",77
MNEK,"['house', 'pop dance', 'uk contemporary r&b', 'uk dance', 'uk pop']",69
FKA twigs,"['afrofuturism', 'alternative r&b', 'art pop', 'escape room', 'experimental r&b', 'trip hop']",65
Eric Bellinger,"['pop r&b', 'r&b']",63
The Internet,"['alternative r&b', 'lgbtq+ hip hop']",61
Jagged Edge,"['atl hip hop', 'contemporary r&b', 'r&b', 'urban contemporary']",63
Saba,"['alternative r&b', 'chicago rap']",61
The Monkees,"['album rock', 'beatlesque', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'rock-and-roll', 'singer-songwriter', 'soft rock', 'sunshine pop']",64
Keith Sweat,"['contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",60
thủy,"['bedroom r&b', 'chill r&b']",65
Maxwell,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",61
Solange,"['afrofuturism', 'alternative r&b', 'r&b', 'urban contemporary']",61
Sammie,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",62
JP Saxe,"['alt z', 'canadian contemporary r&b', 'singer-songwriter pop']",66
Tamia,"['canadian pop', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",63
Robin Thicke,"['dance pop', 'neo soul', 'pop rap', 'r&b', 'urban contemporary']",64
BIBI,"['k-pop', 'korean r&b']",66
SAULT,"['alternative r&b', 'indie soul', 'pop soul']",66
Jodeci,"['contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",59
Cam'ron,"['battle rap', 'east coast hip hop', 'harlem hip hop', 'southern hip hop']",60
Queen Naija,"['pop r&b', 'r&b']",60
Webbie,"['baton rouge rap', 'crunk', 'dirty south rap', 'trap']",57
Alabama Shakes,"['alabama indie', 'modern blues rock', 'rock']",61
BJ The Chicago Kid,"['alternative r&b', 'chicago rap']",60
Charlie Brown Jr.,"['brazilian rock', 'hard rock brasileiro', 'rock alternativo brasileiro', 'rock nacional brasileiro']",76
Loco,"['k-pop', 'k-rap', 'korean r&b']",68
Musiq Soulchild,"['contemporary r&b', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",59
Ari Abdul,"['dark r&b', 'sped up']",66
Dadju,"['french hip hop', 'pop urbaine', 'r&b francais']",74
Toni Braxton,"['contemporary r&b', 'dance pop', 'r&b', 'urban contemporary']",65
Tayc,"['pop urbaine', 'r&b francais']",74
Omarion,"['dance pop', 'hip pop', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",62
Odeal,['uk contemporary r&b'],65
MC Kevin o Chris,"['funk 150 bpm', 'funk carioca', 'funk rj']",73
CKay,"['afro r&b', 'afrobeats']",69
Greeicy,"['colombian pop', 'latin pop', 'r&b en espanol', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",70
Gazo,"['drill francais', 'french hip hop', 'pop urbaine', 'r&b francais', 'rap francais']",75
Count Basie,"['big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']",63
Fredo Bang,"['baton rouge rap', 'memphis hip hop', 'trap']",59
tana,"['bedroom r&b', 'hyperpop francais']",59
Snow Tha Product,"['alternative r&b', 'rap latina', 'trap queen']",61
Aya Nakamura,"['basshall', 'pop urbaine', 'r&b francais']",73
Ele A El Dominio,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",69
The Righteous Brothers,"['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly']",64
Cheap Trick,"['album rock', 'beatlesque', 'classic rock', 'glam metal', 'glam rock', 'hard rock', 'mellow gold', 'power pop', 'rock', 'singer-songwriter', 'soft rock']",61
Nimstarr,['bedroom r&b'],61
Bow Wow,"['dance pop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",60
Kiana Ledé,"['pop r&b', 'r&b']",61
Villano Antillano,"['rap boricua', 'urbano latino']",68
UMI,"['alternative r&b', 'bedroom soul']",62
Molchat Doma,"['belarusian indie', 'russian post-punk', 'sovietwave']",65
Hardwell,"['big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",69
Blues Traveler,"['jam band', 'pop rock', 'post-grunge']",57
NxWorries,"['alternative r&b', 'indie soul']",60
Mýa,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",62
L7NNON,"['funk rj', 'pop rap brasileiro', 'trap brasileiro']",74
New Edition,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",58
Toploader,['british alternative rock'],66
Aloe Blacc,"['pop soul', 'r&b']",65
Jack White,"['alternative rock', 'blues rock', 'garage rock', 'garage rock revival', 'indie rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",61
Bonnie Raitt,"['country rock', 'electric blues', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",59
Tevin Campbell,"['contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",59
Anthony Hamilton,"['contemporary r&b', 'neo soul', 'r&b', 'urban contemporary']",60
The Zombies,"['baroque pop', 'british invasion', 'classic rock', 'folk rock', 'psychedelic rock']",61
Styles P,"['battle rap', 'dirty south rap', 'east coast hip hop']",62
Whitesnake,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",64
Damso,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'r&b francais', 'rap belge', 'rap conscient']",74
K-Ci & JoJo,"['contemporary r&b', 'r&b', 'urban contemporary']",61
Shygirl,"['alternative r&b', 'art pop', 'electra', 'escape room', 'grimewave', 'hyperpop']",61
Duckwrth,['alternative r&b'],60
Los Panchos,"['bolero', 'bolero mexicano', 'ranchera']",66
J.J. Cale,"['blues', 'blues rock', 'folk rock', 'roots rock', 'singer-songwriter']",64
Thin Lizzy,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'hard rock', 'irish rock', 'metal', 'rock']",62
Roy Woods,"['canadian contemporary r&b', 'canadian hip hop']",61
Young M.A,"['alternative r&b', 'lgbtq+ hip hop', 'nyc rap', 'rap', 'trap']",60
ZICO,"['k-pop', 'korean r&b']",67
Steppenwolf,"['acid rock', 'album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'hard rock', 'proto-metal', 'rock', 'singer-songwriter', 'soft rock']",62
DYSTINCT,"['belgian hip hop', 'rap belge']",72
Savage Garden,"['boy band', 'dance pop', 'pop rock']",66
Jill Scott,"['hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",58
CNCO,"['boy band', 'latin pop', 'reggaeton', 'urbano latino']",68
DEAN,"['k-pop', 'korean r&b']",62
100 gecs,"['bubblegum bass', 'hyper-rock', 'hyperpop', 'proto-hyperpop']",59
Camilo Sesto,"['bolero', 'latin pop', 'ranchera']",68
Fana Hues,"['alternative r&b', 'indie r&b']",59
Dazey and the Scouts,"['boston indie', 'pov: indie', 'queercore', 'riot grrrl']",59
El Bebeto,"['banda', 'mariachi', 'musica mexicana', 'norteno', 'ranchera']",65
Nsqk,"['r&b en espanol', 'rap regio']",71
